PlotId,PlotAge,Lat,Lon,Harv,Interval,InitBa,CutBa,ResidBa
148471339010478,12,34.464242,-87.552894,1,6,12.0334637446304,3.2433826243868,6.38137090097128
148477599010478,19,34.419372,-87.863127,0,6,8.72275654535119,0,8.53503235724653
148480799010478,33,34.514091,-88.030959,0,6,27.8445574406679,0,27.8445574406679
148486801010478,10,32.640455,-87.755034,0,6,1.71767632115769,0,0.919848521712864
148487301010478,17,32.996499,-87.909769,0,5,18.5227608025551,0,17.2444161470802
148487405010478,16,32.682906,-88.0138,1,5,24.8487470071368,9.68413389546411,5.21123367490454
148488586010478,58,32.913293,-87.751675,0,5,19.5318637871879,0,11.6539041003032
148489712010478,95,34.839262,-85.655407,0,6,34.4978078076418,0,24.1242034899774
148489890010478,35,34.742623,-85.814501,0,6,18.9824796118781,0,16.9675733262213
148490020010478,60,34.976304,-85.854322,0,6,24.4609900888732,0,19.7138395285397
148490205010478,50,34.757311,-85.957292,1,5,21.1399483384531,1.49766455353387,12.7914573768522
148490333010478,70,34.628715,-86.116348,0,4,26.4964516943284,0,25.9773627876422
139994861010854,62,33.059804,-88.076315,0,6,8.2563413979526,0,7.59717609737329
139994907010854,57,33.460709,-86.384304,0,6,43.0230216156207,0,41.9154712005031
148503634010478,60,34.493073,-86.973063,0,6,35.1565288530532,0,34.5261976389342
106322912010478,40,33.181572,-85.930719,1,4,12.2863732403346,0.900785116806047,11.3855881235286
81637033010478,68,32.513878,-86.584285,0,3,29.8072565410867,0,29.8072565410867
81637086010478,35,32.68873,-86.578849,0,5,8.30134534291622,0,7.68407486482458
81637332010478,9,32.515566,-86.626176,0,5,3.78076514842797,0,3.78076514842797
81637539010478,15,32.673882,-86.445395,0,5,4.82438472049506,0,4.82438472049506
81637618010478,52,30.588909,-87.433902,0,4,37.7647034236021,0,31.4886411737016
81638135010478,64,30.908312,-87.625549,1,5,25.2387898567564,13.6156163740908,10.9786537701729
81638264010478,26,31.003888,-87.624401,0,5,23.3982616322328,0,23.3982616322328
81638364010478,11,30.777285,-87.678507,0,5,2.87968904552558,0,2.87968904552558
81638425010478,16,31.152759,-87.700108,0,5,6.14469157931384,0,5.95696739120918
81638585010478,77,30.827486,-87.8051,0,5,31.9283755211152,0,29.5884891717445
81616681010478,12,31.680098,-85.767391,0,5,13.1385414355017,0,9.8706377431663
39026124010478,36,31.159698,-86.873135,0,6,15.0142488796817,0,15.0142488796817
81630499010478,25,31.510092,-88.436254,0,4,14.57193970098,0,14.2568745611207
81631224010478,14,32.033698,-87.394149,1,5,28.7769559942361,20.6935583347654,2.82119433230337
81631638010478,34,31.951492,-87.445807,0,5,11.0802763431856,0,11.0802763431856
81642838010478,5,32.086816,-85.558613,1,4,35.7822148387061,35.7822148387061,0
81645121010478,8,33.000176,-85.402005,0,5,0.629814651091155,0,0.629814651091155
81645187010478,9,32.912684,-85.260312,0,5,4.91274200269911,0,4.72877229835654
81647009010478,33,32.294655,-88.052062,0,4,35.9549067206052,0,32.9588241095359
81647262010478,2,31.893792,-88.152609,1,5,14.9953739187503,7.28043101363435,0
81648258010478,8,31.797121,-88.308905,0,5,0.438335979224395,0,0.438335979224395
81652205010478,5,31.561034,-87.698442,0,5,1.69488413156176,0,1.36323806591018
81652266010478,16,31.939403,-87.695356,0,5,12.8088786072896,0,11.0961113290819
175742200010854,0,30.33346,-87.575917,0,6,8.27522003378841,0,1.96393282970954
175742820010854,0,32.580536,-87.273589,1,6,13.7961975764885,11.6497746675772,1.58913134934516
81638802010478,3,31.143502,-87.841462,1,5,34.7450762718953,31.7893542713194,0
81639173010478,24,30.526303,-87.599603,1,5,29.5341195131288,17.2074192488066,3.52867924928205
81639628010478,60,31.227182,-87.818493,0,5,33.7868933794993,0,33.2552209559868
81639679010478,69,31.064218,-87.714264,0,5,27.8258545934762,0,27.4271002758418
81640008010478,16,31.909291,-85.35175,1,5,17.9226124122091,11.1567055872348,6.76590682497427
81640310010478,2,31.820554,-85.555862,1,5,21.3967445852913,18.1904154524636,0
81642653010478,30,31.990222,-85.871073,0,5,22.8713752004993,0,18.6204097461115
81642769010478,65,31.995249,-85.6685,0,4,20.032129944361,0,14.8829096375426
81643076010478,20,32.119581,-85.76795,1,4,18.2398106524953,10.0897199827128,8.01492925434713
81643216010478,30,32.088469,-85.761969,0,4,14.6668046898904,0,14.6668046898904
81643263010478,28,32.045795,-85.601983,1,5,24.1581190097856,9.72321563634589,13.8910241851016
81643491010478,11,32.170043,-85.91894,0,1,13.9185224682925,0,13.0480746456711
81643572010478,15,31.597492,-86.520965,1,5,24.1074024798443,14.5120013930465,9.03464340882443
81643757010478,15,31.855793,-86.731399,1,5,13.6441185817621,5.12347757685297,8.22767864909609
81643892010478,15,31.811862,-86.631114,0,5,11.5253456118491,0,11.5253456118491
81643980010478,26,31.818138,-86.724232,1,5,21.5445032713374,8.35552239306585,10.045598627911
81644136010478,15,31.728614,-86.768322,0,5,12.0038259842823,0,11.4051524395927
175743006010854,3,34.071542,-87.501972,1,6,19.5192634375848,18.3165771391275,0
175743008010854,77,34.120583,-87.60482,0,6,18.3112479728196,0,14.8016272678757
106295739010478,22,34.338418,-86.264519,0,5,7.78576143952882,0,4.47430676136252
81601942010478,12,33.372788,-87.1705,0,5,26.2501950529064,0,24.3335310923578
148459890010478,52,33.15987,-86.989484,0,7,19.7621491215928,0,19.7621491215928
148459965010478,42,32.905726,-87.15723,1,7,20.0005576340288,2.15238418050388,15.1444962570171
148460249010478,88,33.006328,-87.12758,0,5,31.0126327824254,0,31.0126327824254
148489788010478,45,34.924293,-85.712369,0,5,16.3184290949702,0,14.2196098763832
148490537010478,73,34.796589,-86.277675,0,5,28.3619947607677,0,26.950430597814
148491018010478,28,33.661556,-86.768092,0,5,20.2801605148664,0,17.9795964571729
148492133010478,10,33.59511,-88.127889,0,5,3.79336191410229,0,3.79336191410229
148492614010478,54,33.775759,-88.237813,0,5,20.5700800040293,0,20.5700800040293
148493353010478,27,34.816194,-87.650398,0,6,20.603385777309,0,20.0984077113074
148494119010478,36,34.324912,-87.345759,0,6,36.0607469003876,0,32.2607307555395
148504652010478,45,32.818373,-87.374342,0,7,41.6787509009786,0,33.9302242366226
148504970010478,15,33.378544,-87.923811,0,5,10.679220583375,0,10.0096028562162
148509114010478,31,33.501538,-86.241373,0,7,15.2458365422596,0,13.2498044420829
148512624010478,40,33.131486,-86.299831,0,5,23.7418096403759,0,22.5629017390786
148512742010478,70,33.13032,-86.248962,0,5,18.5552948492959,0,15.0462485977557
148514866010478,71,33.204055,-87.707207,0,6,55.3058890322308,0,50.9769692545372
148516142010478,62,33.713615,-87.199782,0,4,29.6111822235926,0,28.2426728923096
148516233010478,53,33.933662,-87.314737,0,5,12.8364817722522,0,11.3031065943724
148516856010478,22,33.742156,-87.397619,0,4,11.9462208675786,0,10.8273847064748
81603423010478,73,34.90261,-87.598639,0,5,18.2624396689209,0,17.3103120125286
81603795010478,22,34.598744,-87.254749,0,4,18.6449041487365,0,18.2750874981703
81608795010478,82,34.118349,-87.719028,0,5,29.4068388152572,0,24.3997983180666
81614560010478,18,32.77049,-87.438424,0,5,17.9330433645144,0,16.3023459171785
81616329010478,31,33.161756,-88.179923,0,5,7.8796425124882,0,7.13658709973335
81617572010478,40,33.258827,-85.358776,0,4,20.9914946333245,0,19.938987685351
139994263010854,60,30.691729,-87.637143,0,6,9.49661702598595,0,9.49661702598595
139994264010854,44,30.276276,-87.642348,0,6,20.9669663535706,0,12.569306534446
139994268010854,70,30.827385,-87.743657,0,5,20.1458940900688,0,19.884578902322
139994269010854,30,30.684295,-87.520289,0,6,17.9290249143166,0,15.6005468486442
139994275010854,55,30.831333,-87.905755,1,6,19.9501437813013,14.3469422412211,5.60320154008018
139994288010854,31,31.997312,-85.197254,0,6,11.040994355459,0,8.5167124660414
139994289010854,51,31.992299,-85.290452,0,6,8.96824478829745,0,8.96824478829745
139994290010854,46,31.909466,-85.253738,1,6,15.3060633068659,2.41407612025147,8.98169234839425
139994291010854,59,31.738474,-85.409336,0,6,34.7780415235933,0,30.574523702089
139994292010854,40,31.995897,-85.445702,0,6,6.9809603156873,0,4.22403987471843
139994294010854,25,31.637597,-85.708184,0,6,7.73070052394642,0,3.64692742709373
139994297010854,9,31.668121,-85.584383,0,6,0,0,0
139994298010854,9,31.735986,-85.69394,0,6,0.500597834945776,0,0.500597834945776
139994319010854,71,32.210811,-85.521716,0,6,7.83704441959907,0,7.83704441959907
139994325010854,55,31.995712,-85.758812,0,6,7.57738696314298,0,7.57738696314298
139994326010854,55,32.206822,-85.830419,0,6,22.8527607658464,0,21.9287639255129
139994328010854,44,32.211449,-85.975206,0,6,16.4018746235338,0,11.2044289628459
139994334010854,48,31.681992,-86.576719,0,6,41.4905471431207,0,40.5260620211025
139994335010854,20,31.948205,-86.618871,0,6,13.1157564164845,0,11.5839229090796
139994336010854,9,31.865699,-86.677558,0,6,0.6370107449685,0,0.6370107449685
139994339010854,8,31.552896,-86.772615,0,6,12.9483132302944,0,12.9483132302944
139994355010854,33,33.001937,-85.262111,0,5,17.4787719359413,0,17.4787719359413
139994356010854,20,32.741434,-85.309688,1,5,17.0730096508623,2.73943914813229,9.02848494689216
139994357010854,38,32.822205,-85.30735,1,5,18.8475190218125,1.12151535594678,17.7260036658658
139994358010854,22,33.088513,-85.359928,1,5,33.5399249962588,12.9103115118149,15.8829894467707
139994359010854,23,32.912221,-85.414868,1,5,50.2080814362607,25.1720570126727,22.9682085088611
148493688010478,55,34.945683,-87.972873,0,5,22.5175700651672,0,21.1499979773344
81607420010478,82,32.388748,-85.984405,0,4,36.4988424552176,0,33.4498638632376
81608054010478,5,32.156325,-87.953216,0,5,0.847692001773801,0,0
81609867010478,26,30.861609,-88.000292,0,5,18.4393627819097,0,12.5651460528179
81610308010478,18,31.136862,-88.15059,0,5,3.54542043278995,0,2.93969705250556
81610870010478,50,30.904072,-88.054702,1,5,17.2115384040153,10.8564856547173,0.770457841612188
81611156010478,59,31.775861,-87.180639,0,5,25.4996854546958,0,22.8931091203199
81613043010478,40,31.988566,-86.129098,0,5,19.4188133246646,0,18.7549762992755
81624342010478,13,32.925923,-88.271374,0,5,17.6694023799623,0,17.6694023799623
81625988010478,20,32.698398,-85.87633,0,4,9.08767379574155,0,8.40341913010004
81630086010478,6,31.250913,-88.307543,0,4,0.768649432008404,0,0.768649432008404
81607751010478,54,34.711639,-86.489629,0,5,32.6480223147162,0,29.7102609133689
81626936010478,19,33.343028,-87.40433,0,5,22.7544885080018,0,21.3515630755663
148490406010478,8,34.9658,-86.21007,0,6,0,0,0
175742837010854,23,31.695533,-85.814512,0,6,23.8811037235714,0,20.8653546580609
139994362010854,40,32.740767,-85.46178,0,5,0,0,0
139994363010854,25,32.913875,-85.572847,1,5,29.1369307800603,12.4545169412612,16.1032847184962
139994373010854,13,32.690622,-86.946724,0,6,5.79858204801225,0,5.52825921714153
139994374010854,76,32.734462,-86.64487,0,6,31.383732506626,0,30.8430868448845
139994375010854,17,33.031404,-86.689051,0,6,10.0095668135331,0,7.75593793533655
139994378010854,80,32.828257,-86.79723,0,6,20.590017531771,0,18.8696728046932
139994379010854,64,33.041382,-86.845721,0,6,25.4902005330893,0,23.0472390471369
139994381010854,57,32.297153,-88.156925,0,6,13.9093087746595,0,12.732938327398
139994383010854,3,32.123159,-88.211189,1,6,18.1732611522967,13.1329719442808,2.99926740864166
139994386010854,34,31.946143,-88.24457,0,6,25.2345873935317,0,24.9154562737538
139994387010854,21,32.035916,-88.357912,1,6,40.60056235562,11.4495131946089,21.2506451780494
139994388010854,6,31.815714,-88.411089,0,5,2.19277199498839,0,1.36806186526268
139994390010854,8,32.259522,-88.414429,0,6,1.98049018450423,0,1.37038657316406
81652358010478,45,31.85702,-87.756994,1,5,27.3251579710294,9.65607842980541,15.9531959951701
81652960010478,20,31.523078,-87.85572,0,5,37.1524621016895,0,32.9138971152985
81653214010478,15,31.602375,-87.964418,0,5,15.6684845311749,0,5.49309955356494
81659310010478,40,31.334428,-86.318155,0,5,16.4620700169206,0,15.2279524699052
81659486010478,20,31.51861,-86.420674,0,5,23.7580705989368,0,23.223995283779
81660373010478,55,31.268776,-86.498432,0,5,18.774567548457,0,18.774567548457
81660629010478,12,31.645732,-86.227781,1,5,16.5211300273117,10.0589343618821,5.80703824894433
81662582010478,19,32.4259,-86.838085,0,5,17.0848067970988,0,15.5467199492279
81662681010478,60,32.342448,-86.841192,0,5,28.4433946999163,0,27.4522965400259
81662796010478,55,32.563887,-86.904491,0,6,34.5580725832169,0,33.3321705817399
81663479010478,56,32.211973,-87.252492,0,2,22.6694834605291,0,22.6694834605291
81664956010478,10,31.162941,-87.436296,0,5,0,0,0
81665822010478,12,31.244039,-87.381543,1,5,14.5080604492705,9.89936752535329,4.6086929239172
81666072010478,61,31.179758,-86.952532,0,5,15.8082706994314,0,13.7501498695248
81668236010478,22,31.077683,-85.809831,0,5,7.07885535850569,0,7.07885535850569
81669592010478,24,31.544728,-85.097732,0,5,13.5452450593652,0,10.9710403341533
81670150010478,4,31.532175,-85.242865,1,5,29.4638326236117,22.6222245881371,0
106318028010478,8,34.40509,-85.496902,0,6,0,0,0
106268831010478,35,34.616796,-85.819497,1,4,18.1634111152999,7.27744211442809,8.97118228220424
106277586010478,82,34.329203,-87.202782,0,5,30.2713811725345,0,28.3903337829984
175742976010854,52,31.596049,-88.302921,1,6,44.2890499318997,15.2568485567251,18.7514602573151
175742977010854,73,31.549725,-88.359143,0,6,22.1433050268956,0,20.4955669807917
175742978010854,14,31.505673,-88.360834,0,6,14.4924438639255,0,14.1004710823053
175742979010854,13,31.3727,-88.414404,0,6,6.05732278675426,0,5.3452223665439
175742980010854,26,31.68024,-88.450593,0,8,23.6310953397453,0,18.9366265201715
175742981010854,15,31.372519,-88.192156,0,6,5.34507806052882,0,4.80443239878739
175742982010854,39,31.307859,-87.982349,1,5,30.2655541382939,12.5040221541647,16.9683972893869
175742983010854,13,31.303642,-88.122177,0,6,10.1501975606404,0,9.8605506224343
175742985010854,26,31.983534,-87.090825,0,6,10.8559763232609,0,9.43362668970839
175742986010854,92,31.868573,-87.012017,0,6,37.2239171481205,0,30.6430769129931
175742988010854,54,31.926111,-87.52515,0,6,19.9666914483473,0,17.8251240820576
175742989010854,80,31.983459,-87.195713,0,6,22.7566130688821,0,21.5300011071629
175742990010854,18,32.033757,-87.297451,0,6,29.3553343334982,0,23.0947326602076
175742991010854,18,31.855783,-87.34906,0,6,9.5698667916246,0,8.40097084702621
175742992010854,32,31.943425,-87.350335,0,6,15.7448665936968,0,12.283594563966
175742995010854,21,31.860136,-87.489184,0,6,9.86760622216129,0,9.73244480672593
175742996010854,17,32.027867,-87.593822,0,6,10.9748723485189,0,10.9748723485189
175742997010854,1,32.022772,-87.203688,1,9,21.4890442667825,16.1322946225569,0
175742998010854,17,34.278484,-87.132929,0,5,16.3336406142845,0,15.6350725197516
175742999010854,72,34.226637,-87.120953,0,6,17.5536162301443,0,16.9879406766555
175743002010854,17,34.280643,-87.286981,0,6,15.0974725017859,0,14.6519404286841
148439385010478,62,34.271001,-85.696101,0,5,21.3706782632813,0,20.4831535177758
148439543010478,34,34.229742,-85.805876,0,5,19.7559695748231,0,17.8283965047894
148443912010478,64,33.483213,-85.664613,0,5,15.239109615586,0,14.7996660818665
148444001010478,54,33.184388,-85.778753,0,5,19.6365328969806,0,19.5113834382442
148444187010478,82,33.444765,-85.883442,0,5,17.1829795720487,0,15.6205136743792
148444261010478,43,33.445944,-85.717313,0,5,19.9983228255294,0,19.9983228255294
175743003010854,48,34.158665,-87.350093,0,6,14.5466459184389,0,11.4777748208173
175743004010854,85,34.290914,-87.441645,0,6,27.730985448581,0,27.730985448581
106313182010478,35,31.294344,-88.261388,0,5,21.5836902732108,0,20.3874273203076
148434543010478,30,31.152322,-88.352695,0,6,31.6935106246436,0,29.8809818656509
81630131010478,29,31.595489,-88.406131,0,5,12.9903336367824,0,11.767245941423
139995000010854,15,31.515039,-88.408067,0,6,5.17898370363706,0,5.17898370363706
106265161010478,3,31.991023,-87.306634,1,6,6.59074880099119,6.59074880099119,0
139995009010854,23,31.937149,-87.089281,1,6,21.6194608362759,7.09499367884632,10.8403994643683
139995010010854,5,31.853766,-87.088857,0,6,0,0,0
22302095010478,103,31.943343,-87.305068,0,3,21.7269864838639,0,21.7269864838639
38861866010478,15,31.905342,-87.445267,1,5,26.7091549422891,13.1926494612057,13.5165054810834
22343105010478,50,32.112796,-87.601526,0,5,20.7003623985156,0,20.7003623985156
139995018010854,22,32.07007,-87.603256,1,6,39.1869532202652,23.9533427396231,14.5213030671859
106333858010478,61,31.153125,-87.941087,0,5,30.4207691756755,0,23.6060036350155
38920422010478,44,30.58312,-87.759348,0,6,13.9332685443555,0,12.7055844745865
22332848010478,52,31.822085,-85.19391,1,5,15.896346279544,1.31290537234726,14.5834409071967
175742226010854,60,32.086687,-85.250614,0,6,16.242541676916,0,15.784260543157
175742227010854,64,31.959602,-85.299274,1,6,17.7945435342249,5.84854735943812,10.649226718731
38921598010478,15,31.821921,-85.303409,0,6,14.7875756241899,0,14.7875756241899
148458117010478,4,31.879268,-85.393592,1,7,37.6705256668493,33.3078155352968,0
175742230010854,5,31.99342,-85.402615,0,6,5.68846240011423,0,0.844758846470997
175742241010854,46,33.20076,-87.043385,0,5,12.6616041226194,0,12.6616041226194
175742460010854,2,32.29023,-86.937922,1,6,42.3365636714622,41.0713026436368,0.96114784309589
106333769010478,30,30.498644,-87.904506,0,6,4.36760132197804,0,1.630582659412
106335600010478,61,32.89824,-87.083562,0,5,17.5205755118619,0,17.5205755118619
175742244010854,76,33.03206,-87.138351,0,7,29.8587793148982,0,25.8184155080437
38923636010478,1,33.165934,-87.191086,1,5,16.4336962231876,15.8874058220445,0.227934960476955
148439228010478,67,34.230945,-85.54862,0,5,28.3584792452043,0,28.0872177933931
148439653010478,44,32.853049,-86.486725,0,6,19.785476297428,0,18.4420632711289
22305061010478,45,32.899777,-86.537787,0,4,14.4275671693898,0,12.8949400301828
81646442010478,45,33.040563,-86.597861,1,6,31.7876432533292,7.35962428420006,21.89786926044
22330442010478,53,32.776133,-86.797787,0,6,14.0087696453134,0,13.6705216990057
106319077010478,13,32.698771,-87.001973,0,5,8.22310168016684,0,8.22310168016684
106319151010478,81,32.835123,-87.005797,0,6,41.429551709165,0,37.6683467882781
175742186010854,14,32.777574,-86.998344,0,7,13.0194942416434,0,12.5468965318545
106319436010478,13,32.165623,-88.050878,0,5,13.5621464559564,0,13.308667709826
148440524010478,56,31.989753,-88.097628,0,5,40.8723324530264,0,38.7016381252842
22306387010478,43,33.899659,-86.820803,0,1,24.5648332546021,0,24.5648332546021
38898995010478,23,30.546567,-88.363624,1,5,36.8364747746805,18.2299744125463,12.1177760029565
106333100010478,7,30.461021,-87.737749,0,6,9.96835560485885,0,9.96835560485885
81647190010478,9,31.896107,-88.299958,0,5,3.70849133600768,0,3.70849133600768
106319562010478,46,31.815032,-88.208515,0,6,26.0148763552363,0,24.8933609992895
139994382010854,19,32.044045,-88.204225,0,6,7.58435528523621,0,7.58435528523621
22303858010478,81,34.595072,-87.14333,0,4,26.4722532841934,0,26.4722532841934
139994699010854,19,34.325309,-87.148497,0,6,4.02681731071065,0,3.04126532316115
106277878010478,20,34.409853,-87.451348,1,5,27.3222747089545,19.4850106775725,5.93655662682228
175742181010854,85,34.360271,-87.160714,0,1,28.0602629675163,0,28.0602629675163
81604635010478,18,32.610803,-85.35659,0,3,13.1277588346986,0,12.7290045170642
139994711010854,12,32.687943,-85.365245,0,6,0,0,0
38881905010478,40,32.52433,-85.362785,0,5,12.0598315452353,0,11.8401097783755
38882087010478,70,32.433191,-85.413277,0,4,40.4369085405196,0,40.4369085405196
148494767010478,48,32.694159,-85.515742,0,5,18.3859600562111,0,18.1496612013166
38882778010478,3,32.56048,-85.613825,1,4,21.7336173190777,21.7336173190777,0
139994714010854,15,32.686616,-85.659498,0,6,31.2023316943159,0,28.8338778667803
148495703010478,33,32.327787,-86.528274,0,6,23.5502224366991,0,22.6811811548806
175742674010854,20,32.16664,-86.535108,0,6,18.1906797180448,0,17.6415864678387
22346269010478,11,32.086198,-86.58074,0,6,12.6113462407893,0,11.9583094394228
81605769010478,10,32.2822,-86.587298,0,5,1.9232343071323,0,1.9232343071323
175742680010854,17,32.07644,-86.727878,0,6,24.0530680993619,0,19.4357998115327
175742683010854,21,32.128153,-86.828782,1,6,35.0055381569143,17.4387952108908,14.6316197827704
22346337010478,49,32.077225,-86.881042,0,3,12.7627503115061,0,12.7627503115061
139994736010854,70,32.386702,-85.456591,0,6,27.0733857077013,0,26.3816220745356
81606684010478,28,32.392688,-85.510162,1,5,28.0956433743753,13.0509153585091,15.0447280158661
